Station,Crime_Category,sum
Klerksdorp,Theft of motor vehicle and motorcycle,956.0
Klerksdorp,Theft out of or from motor vehicle,5417.0
Klerksdorp,All theft not mentioned elsewhere,10196.0
Klerksdorp,Arson,51.0
Klerksdorp,Malicious damage to property,2300.0
Klerksdorp,Commercial crime,4895.0
Klerksdorp,Drug-related crime,2838.0
Klerksdorp,Driving under the influence of alcohol or drugs,1020.0
Klerksdorp,Illegal possession of firearms and ammunition,303.0
Klerksdorp,Carjacking,152.0
Klerksdorp,Truck hijacking,18.0
Klerksdorp,Robbery of cash in transit,7.0
Klerksdorp,Bank robbery,1.0
Klerksdorp,Robbery at residential premises,415.0
Klerksdorp,Robbery at non-residential premises,609.0
Klerksdorp,Attempted sexual offences,28.0
Klerksdorp,Contact sexual offences,55.0
Klerksdorp,Sexual offences detected as a result of police action,37.0
Klerksdorp,Sexual offences,1128.0
Klerksdorp,TRIO crime,1176.0
Klerksdorp,Contact crime (Crimes against the person),12180.0
Klerksdorp,Contact-related crime,2351.0
Klerksdorp,Property-related crime,16241.0
Klerksdorp,Other serious crime,17154.0
Klerksdorp,Crime detected as a result of police action,4198.0
Klerksdorp,17 Community reported serious crime,47926.0
Klerkskraal,Murder,12.0
Klerkskraal,Attempted murder,13.0
Klerkskraal,Robbery with aggravating circumstances,54.0
Klerkskraal,Common robbery,7.0
Klerkskraal,Rape,25.0
Klerkskraal,Sexual assault,7.0
Klerkskraal,Kidnapping,8.0
Klerkskraal,Assault with the intent to inflict grievous bodily harm,178.0
Klerkskraal,Common assault,76.0
Klerkskraal,Burglary at non-residential premises,35.0
Klerkskraal,Burglary at residential premises,171.0
Klerkskraal,Stock-theft,255.0
Klerkskraal,Shoplifting,0.0
Klerkskraal,Theft of motor vehicle and motorcycle,30.0
Klerkskraal,Theft out of or from motor vehicle,29.0
Klerkskraal,All theft not mentioned elsewhere,323.0
Klerkskraal,Arson,2.0
Klerkskraal,Malicious damage to property,112.0
Klerkskraal,Commercial crime,13.0
Klerkskraal,Drug-related crime,64.0
Klerkskraal,Driving under the influence of alcohol or drugs,18.0
Klerkskraal,Illegal possession of firearms and ammunition,0.0
Klerkskraal,Carjacking,12.0
Klerkskraal,Truck hijacking,8.0
Klerkskraal,Robbery of cash in transit,0.0
Klerkskraal,Bank robbery,0.0
Klerkskraal,Robbery at residential premises,11.0
Klerkskraal,Robbery at non-residential premises,1.0
Klerkskraal,Attempted sexual offences,4.0
Klerkskraal,Contact sexual offences,3.0
Klerkskraal,Sexual offences detected as a result of police action,0.0
Klerkskraal,Sexual offences,39.0
Klerkskraal,TRIO crime,24.0
Klerkskraal,Contact crime (Crimes against the person),379.0
Klerkskraal,Contact-related crime,114.0
Klerkskraal,Property-related crime,520.0
Klerkskraal,Other serious crime,336.0
Klerkskraal,Crime detected as a result of police action,82.0
Klerkskraal,17 Community reported serious crime,1349.0
Leeudoringstad,Murder,45.0
Leeudoringstad,Attempted murder,32.0
Leeudoringstad,Robbery with aggravating circumstances,238.0
Leeudoringstad,Common robbery,98.0
Leeudoringstad,Rape,255.0
Leeudoringstad,Sexual assault,14.0
Leeudoringstad,Kidnapping,29.0
Leeudoringstad,Assault with the intent to inflict grievous bodily harm,1088.0
Leeudoringstad,Common assault,255.0
Leeudoringstad,Burglary at non-residential premises,243.0
Leeudoringstad,Burglary at residential premises,837.0
Leeudoringstad,Stock-theft,335.0
Leeudoringstad,Shoplifting,19.0
Leeudoringstad,Theft of motor vehicle and motorcycle,31.0
Leeudoringstad,Theft out of or from motor vehicle,46.0
Leeudoringstad,All theft not mentioned elsewhere,709.0
Leeudoringstad,Arson,11.0
Leeudoringstad,Malicious damage to property,277.0
Leeudoringstad,Commercial crime,144.0
Leeudoringstad,Drug-related crime,191.0
Leeudoringstad,Driving under the influence of alcohol or drugs,12.0
Leeudoringstad,Illegal possession of firearms and ammunition,17.0
Leeudoringstad,Carjacking,0.0
Leeudoringstad,Truck hijacking,0.0
Leeudoringstad,Robbery of cash in transit,0.0
Leeudoringstad,Bank robbery,0.0
Leeudoringstad,Robbery at residential premises,27.0
Leeudoringstad,Robbery at non-residential premises,78.0
Leeudoringstad,Attempted sexual offences,18.0
Leeudoringstad,Contact sexual offences,5.0
Leeudoringstad,Sexual offences detected as a result of police action,3.0
Leeudoringstad,Sexual offences,292.0
Leeudoringstad,TRIO crime,105.0
Leeudoringstad,Contact crime (Crimes against the person),2048.0
Leeudoringstad,Contact-related crime,288.0
Leeudoringstad,Property-related crime,1492.0
Leeudoringstad,Other serious crime,872.0
Leeudoringstad,Crime detected as a result of police action,223.0
Leeudoringstad,17 Community reported serious crime,4700.0
Makwassie,Murder,36.0
Makwassie,Attempted murder,43.0
Makwassie,Robbery with aggravating circumstances,561.0
Makwassie,Common robbery,218.0
Makwassie,Rape,223.0
Makwassie,Sexual assault,16.0
Makwassie,Kidnapping,17.0
Makwassie,Assault with the intent to inflict grievous bodily harm,1093.0
Makwassie,Common assault,536.0
Makwassie,Burglary at non-residential premises,273.0
Makwassie,Burglary at residential premises,863.0
Makwassie,Stock-theft,515.0
Makwassie,Shoplifting,2.0
Makwassie,Theft of motor vehicle and motorcycle,20.0
Makwassie,Theft out of or from motor vehicle,126.0
Makwassie,All theft not mentioned elsewhere,878.0
Makwassie,Arson,21.0
Makwassie,Malicious damage to property,356.0
Makwassie,Commercial crime,48.0
Makwassie,Drug-related crime,183.0
Makwassie,Driving under the influence of alcohol or drugs,17.0
Makwassie,Illegal possession of firearms and ammunition,34.0
Makwassie,Carjacking,2.0
Makwassie,Truck hijacking,0.0
Makwassie,Robbery of cash in transit,0.0
Makwassie,Bank robbery,0.0
Makwassie,Robbery at residential premises,47.0
Makwassie,Robbery at non-residential premises,101.0
Makwassie,Attempted sexual offences,17.0
Makwassie,Contact sexual offences,3.0
Makwassie,Sexual offences detected as a result of police action,1.0
Makwassie,Sexual offences,259.0
Makwassie,TRIO crime,150.0
Makwassie,Contact crime (Crimes against the person),2746.0
Makwassie,Contact-related crime,377.0
Makwassie,Property-related crime,1797.0
Makwassie,Other serious crime,928.0
Makwassie,Crime detected as a result of police action,235.0
Makwassie,17 Community reported serious crime,5848.0
Orkney,Murder,175.0
Orkney,Attempted murder,207.0
Orkney,Robbery with aggravating circumstances,913.0
Orkney,Common robbery,220.0
Orkney,Rape,233.0
Orkney,Sexual assault,38.0
Orkney,Kidnapping,41.0
Orkney,Assault with the intent to inflict grievous bodily harm,397.0
Orkney,Common assault,575.0
Orkney,Burglary at non-residential premises,622.0
Orkney,Burglary at residential premises,1890.0
Orkney,Stock-theft,141.0
Orkney,Shoplifting,284.0
Orkney,Theft of motor vehicle and motorcycle,158.0
Orkney,Theft out of or from motor vehicle,495.0
Orkney,All theft not mentioned elsewhere,1879.0
Orkney,Arson,11.0
Orkney,Malicious damage to property,549.0
Orkney,Commercial crime,708.0
Orkney,Drug-related crime,290.0
Orkney,Driving under the influence of alcohol or drugs,201.0
Orkney,Illegal possession of firearms and ammunition,221.0
Orkney,Carjacking,69.0
Orkney,Truck hijacking,1.0
Orkney,Robbery of cash in transit,1.0
Orkney,Bank robbery,0.0
Orkney,Robbery at residential premises,105.0
Orkney,Robbery at non-residential premises,219.0
Orkney,Attempted sexual offences,7.0
Orkney,Contact sexual offences,10.0
Orkney,Sexual offences detected as a result of police action,0.0
Orkney,Sexual offences,288.0
Orkney,TRIO crime,393.0
Orkney,Contact crime (Crimes against the person),2775.0
Orkney,Contact-related crime,560.0
Orkney,Property-related crime,3306.0
Orkney,Other serious crime,2871.0
Orkney,Crime detected as a result of police action,712.0
Orkney,17 Community reported serious crime,9512.0
Potchefstroom,Murder,94.0
Potchefstroom,Attempted murder,124.0
Potchefstroom,Robbery with aggravating circumstances,2059.0
Potchefstroom,Common robbery,1564.0
Potchefstroom,Rape,557.0
Potchefstroom,Sexual assault,153.0
Potchefstroom,Kidnapping,92.0
Potchefstroom,Assault with the intent to inflict grievous bodily harm,1810.0
Potchefstroom,Common assault,3377.0
Potchefstroom,Burglary at non-residential premises,2135.0
Potchefstroom,Burglary at residential premises,6787.0
Potchefstroom,Stock-theft,457.0
Potchefstroom,Shoplifting,1678.0
Potchefstroom,Theft of motor vehicle and motorcycle,1571.0
Potchefstroom,Theft out of or from motor vehicle,7089.0
Potchefstroom,All theft not mentioned elsewhere,10537.0
Potchefstroom,Arson,32.0
Potchefstroom,Malicious damage to property,1576.0
Potchefstroom,Commercial crime,7392.0
Potchefstroom,Drug-related crime,3361.0
Potchefstroom,Driving under the influence of alcohol or drugs,976.0
Potchefstroom,Illegal possession of firearms and ammunition,186.0
Potchefstroom,Carjacking,117.0
Potchefstroom,Truck hijacking,34.0
Potchefstroom,Robbery of cash in transit,0.0
Potchefstroom,Bank robbery,0.0
Potchefstroom,Robbery at residential premises,245.0
Potchefstroom,Robbery at non-residential premises,97.0
Potchefstroom,Attempted sexual offences,40.0
Potchefstroom,Contact sexual offences,23.0
Potchefstroom,Sexual offences detected as a result of police action,39.0
Potchefstroom,Sexual offences,773.0
Potchefstroom,TRIO crime,459.0
Potchefstroom,Contact crime (Crimes against the person),9801.0
Potchefstroom,Contact-related crime,1608.0
Potchefstroom,Property-related crime,18039.0
Potchefstroom,Other serious crime,19607.0
Potchefstroom,Crime detected as a result of police action,4562.0
Potchefstroom,17 Community reported serious crime,49055.0
Stilfontein,Murder,100.0
Stilfontein,Attempted murder,112.0
Stilfontein,Robbery with aggravating circumstances,375.0
Stilfontein,Common robbery,129.0
Stilfontein,Rape,167.0
Stilfontein,Sexual assault,44.0
Stilfontein,Kidnapping,24.0
Stilfontein,Assault with the intent to inflict grievous bodily harm,378.0
Stilfontein,Common assault,550.0
Stilfontein,Burglary at non-residential premises,389.0
Stilfontein,Burglary at residential premises,1205.0
Stilfontein,Stock-theft,99.0
Stilfontein,Shoplifting,49.0
Stilfontein,Theft of motor vehicle and motorcycle,119.0
Stilfontein,Theft out of or from motor vehicle,522.0
Stilfontein,All theft not mentioned elsewhere,1790.0
Stilfontein,Arson,10.0
Stilfontein,Malicious damage to property,438.0
Stilfontein,Commercial crime,360.0
Stilfontein,Drug-related crime,290.0
Stilfontein,Driving under the influence of alcohol or drugs,248.0
Stilfontein,Illegal possession of firearms and ammunition,111.0
Stilfontein,Carjacking,22.0
Stilfontein,Truck hijacking,1.0
Stilfontein,Robbery of cash in transit,0.0
Stilfontein,Bank robbery,0.0
Stilfontein,Robbery at residential premises,67.0
Stilfontein,Robbery at non-residential premises,67.0
Stilfontein,Attempted sexual offences,8.0
Stilfontein,Contact sexual offences,18.0
Stilfontein,Sexual offences detected as a result of police action,1.0
Stilfontein,Sexual offences,237.0
Stilfontein,TRIO crime,156.0
Stilfontein,Contact crime (Crimes against the person),1881.0
Stilfontein,Contact-related crime,448.0
Stilfontein,Property-related crime,2334.0
Stilfontein,Other serious crime,2199.0
Stilfontein,Crime detected as a result of police action,650.0
Stilfontein,17 Community reported serious crime,6862.0
Ventersdorp,Murder,99.0
Ventersdorp,Attempted murder,58.0
Ventersdorp,Robbery with aggravating circumstances,856.0
Ventersdorp,Common robbery,434.0
Ventersdorp,Rape,623.0
Ventersdorp,Sexual assault,102.0
Ventersdorp,Kidnapping,45.0
Ventersdorp,Assault with the intent to inflict grievous bodily harm,3343.0
Ventersdorp,Common assault,1784.0
Ventersdorp,Burglary at non-residential premises,788.0
Ventersdorp,Burglary at residential premises,2264.0
Ventersdorp,Stock-theft,1198.0
Ventersdorp,Shoplifting,98.0
Ventersdorp,Theft of motor vehicle and motorcycle,211.0
Ventersdorp,Theft out of or from motor vehicle,344.0
Ventersdorp,All theft not mentioned elsewhere,2987.0
Ventersdorp,Arson,59.0
Ventersdorp,Malicious damage to property,1083.0
Ventersdorp,Commercial crime,297.0
Ventersdorp,Drug-related crime,858.0
Ventersdorp,Driving under the influence of alcohol or drugs,236.0
Ventersdorp,Illegal possession of firearms and ammunition,69.0
Ventersdorp,Carjacking,35.0
Ventersdorp,Truck hijacking,31.0
Ventersdorp,Robbery of cash in transit,1.0
Ventersdorp,Bank robbery,0.0
Ventersdorp,Robbery at residential premises,99.0
Ventersdorp,Robbery at non-residential premises,147.0
Ventersdorp,Attempted sexual offences,19.0
Ventersdorp,Contact sexual offences,9.0
Ventersdorp,Sexual offences detected as a result of police action,0.0
Ventersdorp,Sexual offences,753.0
Ventersdorp,TRIO crime,281.0
Ventersdorp,Contact crime (Crimes against the person),7327.0
Ventersdorp,Contact-related crime,1142.0
Ventersdorp,Property-related crime,4805.0
Ventersdorp,Other serious crime,3382.0
Ventersdorp,Crime detected as a result of police action,1163.0
Ventersdorp,17 Community reported serious crime,16656.0
Wolmaransstad,Murder,148.0
Wolmaransstad,Attempted murder,147.0
Wolmaransstad,Robbery with aggravating circumstances,1114.0
Wolmaransstad,Common robbery,729.0
Wolmaransstad,Rape,565.0
Wolmaransstad,Sexual assault,41.0
Wolmaransstad,Kidnapping,43.0
Wolmaransstad,Assault with the intent to inflict grievous bodily harm,2162.0
Wolmaransstad,Common assault,1280.0
Wolmaransstad,Burglary at non-residential premises,1056.0
Wolmaransstad,Burglary at residential premises,2102.0
Wolmaransstad,Stock-theft,793.0
Wolmaransstad,Shoplifting,316.0
Wolmaransstad,Theft of motor vehicle and motorcycle,70.0
Wolmaransstad,Theft out of or from motor vehicle,854.0
Wolmaransstad,All theft not mentioned elsewhere,2380.0
Wolmaransstad,Arson,37.0
Wolmaransstad,Malicious damage to property,970.0
Wolmaransstad,Commercial crime,3219.0
Wolmaransstad,Drug-related crime,482.0
Wolmaransstad,Driving under the influence of alcohol or drugs,129.0
Wolmaransstad,Illegal possession of firearms and ammunition,80.0
Wolmaransstad,Carjacking,15.0
Wolmaransstad,Truck hijacking,4.0
Wolmaransstad,Robbery of cash in transit,1.0
Wolmaransstad,Bank robbery,0.0
Wolmaransstad,Robbery at residential premises,130.0
Wolmaransstad,Robbery at non-residential premises,215.0
Wolmaransstad,Attempted sexual offences,48.0
Wolmaransstad,Contact sexual offences,2.0
Wolmaransstad,Sexual offences detected as a result of police action,6.0
Wolmaransstad,Sexual offences,656.0
Wolmaransstad,TRIO crime,360.0
Wolmaransstad,Contact crime (Crimes against the person),6236.0
Wolmaransstad,Contact-related crime,1007.0
Wolmaransstad,Property-related crime,4875.0
Wolmaransstad,Other serious crime,5915.0
Wolmaransstad,Crime detected as a result of police action,697.0
Wolmaransstad,17 Community reported serious crime,18033.0
Amalia,Murder,15.0
Amalia,Attempted murder,21.0
Amalia,Robbery with aggravating circumstances,38.0
Amalia,Common robbery,27.0
Amalia,Rape,45.0
Amalia,Sexual assault,11.0
Amalia,Kidnapping,3.0
Amalia,Assault with the intent to inflict grievous bodily harm,391.0
Amalia,Common assault,128.0
Amalia,Burglary at non-residential premises,58.0
Amalia,Burglary at residential premises,277.0
Amalia,Stock-theft,282.0
Amalia,Shoplifting,2.0
Amalia,Theft of motor vehicle and motorcycle,6.0
Amalia,Theft out of or from motor vehicle,16.0
Amalia,All theft not mentioned elsewhere,198.0
Amalia,Arson,9.0
Amalia,Malicious damage to property,87.0
Amalia,Commercial crime,13.0
Amalia,Drug-related crime,63.0
Amalia,Driving under the influence of alcohol or drugs,5.0
Amalia,Illegal possession of firearms and ammunition,11.0
Amalia,Carjacking,2.0
Amalia,Truck hijacking,0.0
Amalia,Robbery of cash in transit,0.0
Amalia,Bank robbery,0.0
Amalia,Robbery at residential premises,11.0
Amalia,Robbery at non-residential premises,14.0
Amalia,Attempted sexual offences,3.0
Amalia,Contact sexual offences,4.0
Amalia,Sexual offences detected as a result of police action,0.0
Amalia,Sexual offences,63.0
Amalia,TRIO crime,27.0
Amalia,Contact crime (Crimes against the person),683.0
Amalia,Contact-related crime,96.0
Amalia,Property-related crime,639.0
Amalia,Other serious crime,213.0
Amalia,Crime detected as a result of police action,79.0
Amalia,17 Community reported serious crime,1631.0
Bloemhof,Murder,87.0
Bloemhof,Attempted murder,36.0
Bloemhof,Robbery with aggravating circumstances,238.0
Bloemhof,Common robbery,382.0
Bloemhof,Rape,398.0
Bloemhof,Sexual assault,50.0
Bloemhof,Kidnapping,44.0
Bloemhof,Assault with the intent to inflict grievous bodily harm,1803.0
Bloemhof,Common assault,1144.0
Bloemhof,Burglary at non-residential premises,412.0
Bloemhof,Burglary at residential premises,1731.0
Bloemhof,Stock-theft,431.0
Bloemhof,Shoplifting,84.0
Bloemhof,Theft of motor vehicle and motorcycle,64.0
Bloemhof,Theft out of or from motor vehicle,299.0
Bloemhof,All theft not mentioned elsewhere,1645.0
Bloemhof,Arson,58.0
Bloemhof,Malicious damage to property,793.0
Bloemhof,Commercial crime,338.0
Bloemhof,Drug-related crime,1089.0
Bloemhof,Driving under the influence of alcohol or drugs,233.0
Bloemhof,Illegal possession of firearms and ammunition,16.0
Bloemhof,Carjacking,6.0
